audio_id,cluster
9e53b54ee09cfe79b2d38ad767b570fe,4
33a78aed589261b23d2eb6ddcb381ee4,7
fe7fabbb9dbd1ef2e7c704a887578450,3
612144ab1258d81bb6a22d69af47fef5,6
375c4fb98af72eae3a2df009131e4ca9,0
6f0ec2106c412c97a8066366bb16920b,1
268569e89043cf8c792fcea39795d7cf,0
d6166239fbd045cbaeda44d9df3cc509,7
bfae5b59a1e851ddf59964b593c68294,2
954acfca62ae701690dd7e17f4dcaeef,0
1bdf442cb597cdd334224dedcd11cc2c,4
bad96b763a1fbc708b73dfa5d27edda3,4
33d6072528d8b4a6385b7960d9378ed5,1
0a53c6584be2b6d1a32903aad693a302,1
7798178cfaede4c2731172b63777c29c,1
d783b1ffc6c3c709c4b09fa3ed3664ee,5
bf4e5d55de556e8913ac2dbe31e96ae7,6
0b48052ea0c92a1de3b4f8980c84b44d,2
bda5f55a7366f501361e3ca9d66de7da,5
97654fad730d431f7e4233ab66910f14,7
349a546f9eddc44cc40e2b8b590c818c,5
23f553f2ce2a6ecb6ea76077fa6f516d,5
a1a1c15b54340d81aa70881c54225e9a,7
47013f7b8b33d1277c8d632962d0abf4,0
6b4555261052518d1f622f4c4dc4f16b,3
45c97faf7d72ea7ae1b35f67a9334b1d,7
e48371947e6c39305056702ab83cbccd,6
c36d076ca0f890c2042685128cb4f891,0
4ab52308ced8312e4cc3a12758bbbf12,7
9925e4a3fbe469d11b2f474bdfed56cc,1
91c6b23c907a6179b2e5af5e41c1a869,7
de86d97c30b58acd2f4db21a3db50d33,2
c27bd7dead108734e2581c440a7c98ed,7
f197e346201ee5080f5eb2be2cf0909d,5
acc738983b9def460544d8deed6c7b79,0
338ce070ac4e2221b9acfa56af88ff36,6
21160d237a90eca82178d4092f6724f9,4
35c1ce2af542240f4a029d84b762751f,6
dc68dd5ca754b4774092d81f71d8e04c,5
c6b23042fa60b85ab4f35012ea786aee,6
4dbf0973ca6960560ffb8270f977c563,0
7d203eb897ca9136afcf4a360c0a85c4,4
0606c6cb0204464b03810b7d3a1f2dfe,7
6c2f7bc32a6619415f3a0107947995a4,0
e5d4bd614be358cfad18d20222ef4051,7
e59477f530a82a4ffad8e348e853822a,0
9556baf3871b84d8652cce7c0376df2e,7
0e82f7bfaadc981041723328a540b52c,5
95b579a807c90a55beeda62686dc8972,7
f1a5eb2f78043c7ec1d6545a7454dcda,0
c4b2dae9e87abef8e901224f09bdaad9,1
a12c171589ad7078aa4c9ee3654fef28,6
d8a2b1ae69a8339ed0e41ea6d354d060,4
a4c1f24a565c15a565cbd10c61faad07,7
b35fccd1bc08db332da17de4699de9f1,2
e7a94e7e1b29a741b223bda3096a057d,3
85559fb52789bbea3e22006fdd8ae1e2,6
5c94a6a0428320f5e9f9643e1de1d52a,5
725ff76459e14fbff92f6f4a59e5d84b,4
5daa965466470fb5a1a28822446facfe,1
6c2dd1ca42ec57923b82515a0a648c3e,4
2b0be799269d3eb0301b33ecc897e393,2
736491af72341a3e444253234967d89f,5
45ad06c0cd25edcbc9e79615c488a553,4
b7d92bca5c3dcc116fef5ddf6e97edb6,6
95f67fb1bd1583f3ef26c8a3800142a5,1
f5a936bcfbda0a9c1c4252cf8e237da9,5
1c0d37ddcf67b8f93f676bb26ef5cc9a,1
42a04352dd911b2e40391634548c224f,5
abf66899f61443b56ae9f0690822c1e6,3
75e4eadb6aa7deb8251327240a760c96,2
d3b4994edb78457e0219124497b7af87,3
4cc5e3abd57515cf6f1d66df840476e5,6
f162919a0acc984cd19b4ce985b4cee2,6
be5a5ae4306dce54b4b082f764517214,6
a5152b4d1ce7e73560074688b88173de,0
7657646d5a56316a4aee984218956c6b,6
d13157313a60c083e866eebd0b8107ca,1
0bc3f44c23c05744a11a0ffe0cfeee3d,3
065736dabe2eb67b340ba8ed1fac0d49,1
d273feebc03aa10cc827cdde44b020c2,5
0452ad45a30ba239a5c12fa5385d1d52,7
62bb6639503a8be1874a1952638f687b,1
3aba5af99580cb12e634304aa37bc930,0
697f539413c6578b28f67107bffb5f90,1
a67360ebabca75249298e947f06f25b6,5
33e4edc47f6d2bf178cefd822e4bbfaa,7
f4ae87b2fe880c156416fa86a9c91435,5
2d0672dfe94830bf1ed9db32b03f1ce8,3
2a3c61b221f05317dac5684df211f0d0,6
85be26fe8a928d004421f7e529c2fd23,2
ccbc658cc60e987161fd8da1232fd496,4
c48b00181655272fc341cb8b877aff0e,7
6a0365d7215b9b2492f76eadf7d76a63,3
2bb8f9f577ae78227b2b071f33c77446,7
3f9a9148c2db53ac85698398413ace30,0
da95bac52d7b9c4e013bb19a8ced1a7a,4
6d4454a6b0c0147423c354703bdd3906,1
6e57e0afe2a1f83a47104fdef875cd4b,3
2427199df5cc9525b95d7748bc9ceb39,4
738808be824d49f5d7aef68e12f7e23b,6
ca174b1918cce1c933afef87d4b05f70,6
08f40ce4336059846b4a68cd02049779,3
7bc01a14a9a4f1be412d7e23656a31ce,6
def37af75fdaa6fab93ff85adba2655e,1
03f013c22c7706ae168c572464087c42,5
c8f875fb8feeb12ac9ad933fac883468,3
42e78cc5d0110a1005221f922a66b2ce,0
6c4a32987fa5463c4e8db06f1feeeabe,4
d9ccce53e682e164c58149047649d62a,4
bc8c1609477e4503a06ddc1a20ed7c96,4
b01730e682749cc39ec87550099f0894,3
e508ac0244f74e1efefb4e708aeffbbd,1
155eacfd79c39a149170473b603634ed,3
976142c3d8f6980ff976be2b1e12ad35,3
289d94f4451e1a841cfaa7b7fd05a133,6
8b0465e5076324ce2b0980cf0547a312,5
18d5582c00313c2996b8a1d35e6fc63e,4
ce5fd0ba6bd65a7da2a45ddc46076790,1
a2ee7eb40e92f1e16fe2acc3185bc161,2
d16da64d23f8996ebf3b3958b852815d,7
83a8f86fc7544deef2e7f1f65d5006a8,1
348866616ec2c8974d60cad1465bdd04,6
5628ea7dda36715a1a0c9b4b131dc518,3
d8a3d1a2f8e7009a6122f95c553a6ecf,0
652fa53f9a037b6294a391226f5545e4,1
a7495bfc45f09ae3d0972a2381204624,4
c7b11fcdf00291379a097baec2e09f77,0
5b6acb23d34a41a4c7afeb7348616268,2
7e18e0683980a51c8dbf2c898aac207b,2
91f8d78c6cfbd7550fff58b719e6ff86,7
4936237e518576740df4dd179fc5b64a,0
8e2d22ae5061e5582e1fd66875033cc9,6
f5d7ce7620484b72c47738375ec3c47a,2
bdf6393fc890cff258c0d61809f126f1,0
3d1abeac46ae6718eb4c6566dbe24bf7,3
a185d874c955c4af39c9d36f73b1cd6d,0
39701bf9e1977dc2dc1d13a918ef3c38,3
2aa30751604dcd9e2c8a32c113a977fa,7
118321412e2102158f5737987dbcd00f,6
961a3c32742fad0421a62e24d3aba928,4
53faa0c856fd06d6ab645acf4b1376c0,4
ddf23de31a09b97a042f27f82b178c9d,2
5a1b5f5f455fb4824735ceeaea082a31,5
2e35df61536bdd757f263f92d58fd356,5
68dbf0f8f555f87a9c0cca442746bdae,0
a7e1a446003b05dfe79ead742efd7b13,6
17133c5f5b97089e42f95b70f49aada7,7
5e2efc36bb1d8099c7cd297f11a8f88e,3
b94a052136ce44639ad6641a5a6b3f94,4
87fe8fbc03dce3adef5d8d271c98babc,6
16fe3885e0d00651890ee26d8b2ba12b,4
450649a646c2cc2cefde1ed0d38b0558,4
494e54dc93f1b934e16100992f23b697,2
5e795d2862ea2024e2b1e43f6a0d1943,4
ed340b0bc71aab89538e4e4dd46ace17,7
17cee3a412ab9a9e4ac12d9ff254995f,5
bc3f716ba4f9ed69c6ad6a9fb9972296,7
22c58ece88597383e36c0c61376425b2,1
32ef36249908678929149e3ccf76bf4c,2
8222b628210311de35f13316a3411210,0
91a1fcc699cf1baa3510d5d701759bc8,1
4f601df1a13baccc2034921dff81538e,2
e63f8d312ac7343bc3763349196a14be,6
fb5e8d3d241944f90acb7f00bacc8ef1,2
e4cd24e663cd63fa6a0ad7b6f9507d49,7
eea54f40b03294a5fdabc3a721f34423,3
d7f962cb69d9726ee90ea45628fa25be,1
b8bbce5e34446da4599d25f7c3ab7716,1
3cfa41f9a6ea6325376acd4a0ae036c5,7
869d167070db7c9c16807e56ff442f50,5
01807f8aae35d4efa6500bdb044c0a64,1
b4d0e1b5f0645a389006227632e9c02e,4
18c3ccb6174c27f8f815b630af5b4388,5
523740c8134ee2ddf9490fb0c42d4d8a,6
c58bf0c29b20a6da2e243dea87a8e01c,4
9b121dca485441e1cb4d0c72f0df687b,5
d24a6f849e9b9cada142dd091edc1bc0,0
a20994f789533b927b3754d7468d500b,6
fabffd76b942efd2b3935ca20a8b9b14,5
1cd70394f209d696e03f13ff7f47bcc7,0
2610989af40cbeef745ab73142d0c875,5
08ec3481e44ff036b0ed29ef5a3d8c8b,0
5efc2f6c21f1ce23156a43a9d3924cdc,4
a09b112320ec3f5d58957acb18881f63,6
a75ef45af7c4d0a0850e4f169bffc7cf,6
737010c209feb53bff8d8e5ce7964d18,5
a8bf677c05a8b350ada4a37f8e5e993e,3
73b66baa844802001e9f8d74f944968d,5
ea471de150c482e6cd0f57ef474e7cac,0
c60322ecbd6237307dcacc12822872a8,6
ffec33eba2252157fc8d010ff3440cb9,2
94ff19d4deac68a41529bd0b4bb219be,4
001997f2d916607d3de9b414fd489d2a,3
c75bcf90c8c7914362fb207be414a2b9,2
5c8c42ba1a4b985609f53ab541d208a9,7
753755a28d860486c5e7aedd91f8d535,2
8e2c41f991674b4aaef0f9e18d22c5ab,4
73e58f76a62d04d76f87d6935fd9fa59,5
e1c1c6e57f4aa3d67bb0c2a8605a4fa0,1
b981f979df621c28f85c61afaf28f6d0,3
0459761d0de73087e5ca3bc29fdde41d,5
52bd992ae4734d63f5641bc8e84e1141,4
b2b9191175ec47dcd9147c04dc6074b6,1
d6978ea5e9318bc9fe858a9dbd43212e,7
a40808542dc299f305450af685755de3,4
a489464a75d44bb645e63baa203074d8,4
76070b9b2a0538eb12d396a901aa79f4,2
df7a3ee117958e070735d240d873b031,6
d7a11df05f2d2654832fd79b776dfa14,5
ef5059dba5061a6a34e67b2e50d95bcb,7
2f4a2eafd19717a17a0d4cfa55702e83,4
e8b0e96ce1f4a839bac49873184f23d0,5
a8d4829bbf00a4a94527fdbc5a7386cb,1
6398c796470b1261248a8b7da243af37,2
5d4b085b98062ea49c247af16ae3c1ff,1
a63bdac39cfe17050a68318ee63c30f5,1
d957fa110b03f2f376676831711bd9f0,2
440f5ec55b4249407f172ef94fa23f6d,5
16e20b82c8fb4534fbea31443d0c4249,1
ba5bcddfca4e65c0e4679a15edd6b43a,0
a8bf1cb3c720dd87b157e8548fd7a507,5
cb07e1beb016dbb88c98b101e8e6eae7,6
22a40421a4e125c75d188c1e36e73af6,6
48301bad32f454aabe5c21d7b5918ed1,4
639b4ac8b9c27dc4da88990df75c7bf8,2
6822c13830c3024c40a839f0e3ddd548,6
a0be42e7647403999f9cfbd91cfc8bdc,2
26950181468479baa9221ec6343a2d68,5
8e65d3e1505a5aa702c0b8fefedc4264,0
70f1e5c9ad1ebf4b2ba39249a5f995b8,7
1a9c7125d62104ffc4ed8c191ca06bf0,0
e712ea7023d04436d96b88c40690da80,0
ba8191a7605051e13e4b2f048e4c83c9,0
8efbec5d4af58333cd3a2648c2b87b62,3
bb0904ebde55cdc34342f8f0b8344423,7
b27475fc7629c161de1528e9ac339a8b,2
b4b25942c30ce12c722db708e2a2d39e,1
aadb4f9cd435d984fac515c7aa3a6e2a,2
a89fb50bb83c32fc8c91cd08576cc4e9,6
7d3ce2ea634a4659daf0f5fa28a26933,7
98047f275fddced87169f7c584b8e7c7,2
86d7438025b804e11e53a765efc6fc4b,2
aaa0bc506e04946cc289d794d41dd467,7
a5a0f723c5eae372575e46debf3248e0,0
12eec6850616c4518f1d4562c7f950bc,0
15808dba4ef5db5419a89d55c808fe5f,3
899503f3db7844fc130fda3a3bcfcdb5,5
9c3e75deb9791e3896910da2782bf3b0,2
da5198b41870aa5c550b1f35349d7879,4
a1f43f5c8dae39dbd8ff0097be90538d,7
d13c5b939b152520f14e9ae598ac7339,5
9e97ef3bc9946cde12ce36c75251e7c3,6
2b0111661335f461ed42900f657fcea9,7
30168f3d52844396b45173818e2ab3e4,3
0a5ab43233f96ca98ffdab6a7090daba,7
31006c77f3007e9009d9330a97c84462,6
d3313aac7626fae0a56d63d2dacc8e04,0
8528daefeafd669f106b19d798ea2732,6
65a3c7134707797631232a391c9d4ecf,2
abf73f3ffd06a25eeadd3a5dc96cded6,0
144215a9ccef6a74c924d1b8c096c2b0,7
a413ac3c625950b1fa1b5a444f8f6569,5
3c91ee916a271cc41123f9d4264f78ed,1
ddb5cb2c7f253ac26f736c855e99d262,0
1431aad213542b61dda6e27360294829,0
19ddae38a4bc4b08446b1ff733e01515,3
890f196cff197513edc0373c95d26de2,1
7111a46dfbbfee61fe3f21f9647cb37e,5
ccacf2289ad3e5f550111a5fccb77dd3,7
e2ee7044f12d6c60d146308dd4201164,4
af83c2fd371327e8823fabf90b4ec7d4,4
4ba08f4c6a99af15976ad8d29687355b,7
a96aeb4615ea2fb6eea868f2cc34dd99,4
9739bf6d519bdde114a67c81121895ac,2
6a3b24f4279ca2ee1390d8a39ef1cbca,4
e36464519b0498ec77b8a246e15fb829,2
f4e1b5054447c084d64ace69cec499ff,5
82f63d75ab65098ef7213ed2d1cd3629,5
1d32b4f155eab7cf377030870ccaf4e0,0
26e0833f651e848ccc35dc83a7e0d29d,7
ded629e12afd29d31906dc7e3e7ea608,4
736e93660396fe8b3c41e2075266426e,3
799b8ac0c0793301ecbac4ac1f272856,5
bfda421e300fdeeafee4149b71430233,1
5a263f43c29b192c6772e279d133615f,1
143da19ce7291b6535e5b89037b8774d,7
09b17cdd979b2f644b205fdb2b86f255,7
b734c1d5353aeca4e63640ed0da96e4c,5
158ef224108912779593b380e1539fcb,0
10cb3d6417cda5094249994f22a9aa09,7
d8bbe34df25d97921d2b4344b2560f49,6
ec343be4b87be56491f2cb3b673a6e48,1
aa4d1dbd76bb4b922d907206d1dfa33f,7
5b1309237e3122c9e5ae45a17876f36d,1
3866efbe629c28f7df947dfbd3eb9c5e,6
e6c7c6017d2972ec502a95a791e65ec5,0
dc4d677c8ad8d0b4d74b97557cea4ec1,6
ae2b2b9308098523e4660384df6ac8b7,0
de26d66457666504481a0e7b2c4e9e4d,0
421bf9bf0676eea69cd0fb2379ef6270,3
1ca18c5048dba22acafff042aef97c0f,0
e85c2cd0a530099de73bea2e1379e0a2,0
471fbef930bfb3afed108bb6254449c1,0
ffc5159a5cd0bf6da0cb4eecfeb5d291,5
7b578c5c6fa635f59b69b80ce911dd13,7
d7a398b06db9f7fd6c32a4092047d04f,7
fc394861a2ff7c60585af7671079dc8e,4
874143db793ebef74da6176788a17387,5
50c97d4310433ca1088de7a7833fdc62,4
4675dd16a5988fd7f56a57d7ff13d383,3
4f43e7e323e85a1af5b3c4e63758d3d4,3
8003f700a073fb4289536ed57afbd67d,7
10c14ff87321a1a47c8238d0b09f293b,7
7d9f01ad27a38eaa8d6484b507cc3f3c,1
3d71e50c85890bdd8e5edaf33ff33fe3,6
15213f46d23ad1e85ab2c47da766fc42,6
0cef273f22b13b9378f2a3881178d762,5
01b353027a99b63c059afb36b38e731c,4
25248a05fe0568d07c41fd4f7ddc2da8,3
a45189beca5d9ff60f740b05075f00a3,3
3384bba0aadaaf2a46f4696ece4ef5b4,7
cb832e2e5ba54fd1d7b8e361f8708d96,5
aee886518cb3ae459b93d8f65573b3b0,1
a162cf6e348d709f53d2ed2938db8c2a,7
18ff8fa18d53bac1f7393c5fdc8bcdc9,7
4cecb55e6a94cf84971580d411f48274,0
f2203787fc9bc74b510d07fb14e8a8f8,2
7490937ce3d2e075e208eac9d3bbabb5,1
cfd481d4d17af9849f2283d0d2c09068,6
077450528576a5a5aa1e26bf85c39875,7
af53d862ea94e9e8ca6e34a7d5b075d6,6
5cba4180dc2756cdfbf9b541aba02f8e,2
2898543d338cc6144897fa32bb651c32,1
bf6fdaaaaf9a6958face1d506f053b0a,1
6a78a95095d2c7872d1b486d5d66f7a9,0
b306c8f4a09ba9a82314decc66e633c4,3
416f8769a6db5e1e959a45be21bfacf5,4
0625e5962a2ca90693dbc5defb719c8a,1
92a0535f0a872e5ce9c01b3ef3126bc7,0
54b710caaecda8a0a56f3120a854dae3,6
46e04ffc04a8a7c3128e1a489b485e96,2
c354be0a0fd8650b2f39cfb8ad3e1a35,5
e0c88d70a9dccab87e117bed0389e5f6,6
d618dc1152e545d49fa90ddcb6b9b1f9,7
f12834c952ac14335e6d42764c666153,5
b502b7f0b45a3c65d170787597da434b,3
f3e45085f794ed3c90e1e69f72a6fa68,5
ad7b28c065d08c92ff20f709acbca656,1
a345cda73f4f9dec46383641d07f0054,2
ee94479c72b327683c560561316b29ce,1
2d094aef2d069a77ccb49f0acd5a85a1,5
d34db36af8a18a0e1cb71bd600c37df9,4
397ad6c8754943f12614db80060b35a7,6
d93e59970f40913ecb7f38828bb954d6,7
5426d39ee45dbfcc8ee66ca12ba64c7b,5
4545666df879ab1a57430b03fda16125,7
bc9e65f31777e78d6fb85ad76c00b262,4
990970ca67e9618e79dbb6de44aabcc8,5
aee24ece7f67926dbb2d8689cb07a86f,3
66fa86dc361d021567a8ebe40922f724,2
a928d6cda49f9112e5828936c0782641,4
bc39c122769a50449ebab319bc517707,0
1d85f3d5e5aeb8a923fdf162e3a43435,3
973821bb6827ba090cf0ab2535e21c88,1
e03444e1fb254696551e729a874e0f1b,5
90abf0a24b2d4774a8c77879b1aaccb3,2
af465cae138f547c193d7575a8db462a,2
2ff912a5bcd51c1602fa68bdf86cf295,5
4ad03a3233e999f07341202aef706a8d,0
c17896072bd994712b0fe1a7d84670a1,6
4eb3acedbc9d72d3bf17b91ac779ea43,6
57cd08764727734ca82018c057ef2a49,4
6ba49c59a528bff164058c05f66b6207,5
479906daedb555dc97392de52ba67d3e,7
c8068f5572913a986a5d1a64f3449c8e,2
4658ef9cf4aef3717ea0de3e0157ba0f,0
e53081fe79f67423125de808a8222a47,6
505456aedfcebf64ddf0325c462f4448,0
24a2fda385b55018bbca74820c04fcf0,6
340b301b912f1f4eebb02ad3b36c567b,1
0b921677f38818945b36a5aa39031bdd,0
b65922e4c499619a15b4463016d3bd10,3
e0aeabea9f386b4d43b1b49f8becfa5b,7
f22f2b4bf1264e4fd114939e15a9ae1f,2
bf6ae19b96e6e6b935d8292bbdd4dcd8,3
f5a7bfc01efef151d759afbd8373947b,6
6625835f62b1a2d4bfd37830c61e5bd1,0
5bc8cd0ddb13b0ac6180470e641c3828,0
540f6b1e6a27556f689966e28f269249,7
a33184cb328dc47d58a7369ecb5f145d,3
b77a5de12e4ae29a40cb89317a2a0e37,1
4f12e5ad4495407da625b6ce31723201,0
1aeeba4b93c0a9edaa6512284e0c4f80,3
7521582cede07809bb65c9b20a5e569d,3
d03c8451d9a056661eba1e9ff1f3b9ce,7
08f26976567a526a6421d08791d6a59e,2
5646af6aa3c7c9b38aaf37bed2f2a220,1
51ff84e45b9aa86b1aec8516ca6c6665,4
e8da50dabe73efd992797ccfac316503,3
07fac49e077f48560c4f8961024ed394,7
78664e145031697d2228eea8c55aea6b,7
bd5c83b171a9685cadb7ad4c399ad6ee,2
42e137e6521c4b3f875cecead7a42ca3,4
8724295fcab9809a1bfe9dab913f99de,7
3e53a12cd1e662ca8de61b744ba43be0,7
4794a7fc375e3411d7e8733029ebe5e4,2
d57c3a3ee487431a7e4e5749b502a3c2,2
bce10a532fc1461d64048448eb7cfa45,5
6708b459dd109d1b108328e5f8e2e2bc,1
4d23ca867e8c513844646aabe8960228,0
92145a558239cf6f85b4dfc6768a8ec3,1
5f31b077324136120e0cf23e91a04e21,4
0c2e543283dde58d3671407d5fb62175,5
9a7676ce8fd2ee08cc7dde49de94b62e,7
547b1e0aaef80aa0f0062dcc02c28878,1
dd417c3d6fe833ccac73e1de676e7e27,7
6c5d6985913f1ccd2a885ae7b765e8f2,0
e5a3a8e1b9f52b750b595b22997783a5,1
ff90f8de5c5b4b8572afd3a85cf2e37c,1
856a11fb8c8adcf4200ad35ce52dfcc0,1
0dcd0ff5ce64c3ed6df5809b858f31ad,3
6fdbccec7fee975eec86bb4b2343c8c3,3
21546347dc5e381c78c37d37e8ba8952,1
540dbf691f6d5253e19a0d5c00160127,0
bcb7405f1f41b213aa4db85f021ffcad,7
eeae9da6f9ee384f0c3b625c34ba1efb,6
76e2aed768c13b34fca764a63574f313,0
e13ad2766960d744b6046aee37185d3e,0
9a34cd29bc2904d8e5925affa64144ce,0
27ba7aa371d6fc8ddc2394bd1e76ae07,7
6120b535ff1eb73806da0b9b65a5dfb7,5
033d143be58adef90c5d4b4bedf41830,5
cb4501016e1b03f9522bb5d8faf75231,2
3fd4269a1d4a0169d098e25ffc7b9f1d,1
f8625c7008d242828030c93148acff9f,6
05e79cb2460226607a414376c6f206f2,6
059da029424c10902b0ec1e1ad75bbac,1
f89186fc3aa1a399a186a245cdc52c8e,2
e3cf29e4e139e0888be36d5583dfe14a,0
0e8aa899d2cfeebe8ecc155abbe06729,4
48caf1d656de752fa8aadcd7c64d6429,4
a7440537feb4fce6e08b72cfef5af69d,7
df5c9a22847b837d08e2e1e451f4f66c,2
6615309faf92277499b414a76db30b3c,6
69fc7006ce304db55387be829200bac9,4
8dab0c6ee6abf8da5762f9495bf01562,3
fab146c6d828aad1de6b33ad808c475b,1
54fd1164491570964d9d75a2241f8be8,4
f813de1f77f1c671e3d253c6d6da31bc,7
86653b84d7d1b7986a7cd49f1076d24f,5
f1fe8c3ef90ee9e342f0ebaa0745181a,7
a8e1dad2394b3410d9f9d6826ca5a92d,5
f08e38ff8a810dd88e0d3cb87b682a58,6
4c903f0686f00a883983e61355e9bb9d,6
575a580f98f50140583f2792f748f0fb,3
07df0625b0b4355aa87947f616b00597,7
97d1cf8c24e9dbdf9390356d6184ce4a,1
6a92109309b3af442a001e80f84d3fc7,7
231f03e3144ae514a1442676bfecdd19,3
282bce60b4b89ac0906e5914d2d9230b,1
a3523d8b01a2ddded3ba0ac78a19a7a8,1
8db2121c9b4193962c6c9c31bdbc93bd,6
1d4b5a87ace5799d32803e580a797be3,4
d9d729462463c66347ef34949cb41b9f,7
18f79f9033204138d2c49f0fa81ed756,5
6c96004780bfb2bb9bdb5ee65573ce07,2
e9a0e0f9b547037b6004776f8dd55dc1,4
1bcb0cc78b0fcad5697872f914042596,7
3a1e7efe10a8acd7fae5cbd72c87b57e,6
5392aa88d96d4bd40ec73ac52a694296,0
3ae2a1bff49eeaae76d183f02a0daa3e,3
fb268b70ba7adb4c2b6719cc19fe0334,6
424d8890fb1aa64cff4a5177b422d5e0,7
da62c1b263a870c8bbf6dd9a18569e47,0
9fb1aed15862499585d22fe19b6aff04,1
62f0e751dad4f71b584705f09f1e1e35,6
1c2173980cb6b8a00644453173660971,4
dd9cadd4e61f4d500d5a1c04b9e687a0,7
46f5bc2d8e2893d2df84c5b304302f90,0
984f1e33234208f1be71234f4931c802,0
1d55a032d09e9c0ed766f890dbc88b3e,5
03cbd6dfb4e2522db912e9bf66cb2f01,6
9c76f54e3065d7c92af1fb8356510bd6,0
9b6fc162bf5c8fc0615e6b0019b9a97a,5
3c6a4a98160d70cf47c8fb7f7baef3db,5
4d45b871c7249c46918d1485e85b66e1,1
81bd182838cf377440d7dd1b6a09bf2f,7
c8b8ef3d77cc14b677e1511448bafdfb,5
dba6223941fb64c7e70b70bb370dca0d,1
5511e11014be97c3a237b4aea6c82553,5
b001ecc42164b16c2db4dd41ea03a191,5
69d56a7d34f3129f93eda0d0f71be87c,6
e6e8f787380f5ad7fceec7f1f0650647,6
6d6ebbfd04faaaa95d9c5b27ee35a895,1
6057cf12f1785d5a2083c1162a322096,0
e26179cf036c07bd41eae8ac9efd53a1,3
b31e13c1bccc3b94c6b802de33069161,4
bf6bd7aca68828e05959c36a00a36bc2,4
fbc1e80a516ab8f801ce28e62bbb1b83,1
c4c6d207e65420b6e4303f9935c3fe2f,0
29a3dd1fbc06212379bcc1356a4233f1,6
760e2ed49810993608bceb99cf9c07ea,6
919447f696cd1424b2064341956c8a93,3
99b9ef5c723820552b7d6dbb45ad3814,2
e2db9d5ec327d23eb75436da3940499d,6
6f545674c53e40a53a9fc1086e55f2ef,1
6b9641d825f77c2efe206e2a426da314,2
b9bc77a6c7ee801926ca2f2f60658f9e,4
e0b59a1693c182353592bea079a7f2ed,4
4dcfae500335cf791fb03ad4fd9690ce,6
4ead133e5cc6501e9aa182a263a6afef,3
35ca46f97c519d65935c24450e90cf5c,7
207aee146b2735aa43aefc8502da4521,3
4e360e53ed1ee12e4a64605689bf173c,2
8f2c3a43ab859f09b07e8541d876e285,7
48ede0882dd8be321cbf87d407ba7947,6
ba7f052c419715543d657ebcd22f1bb4,4
2e0c6b894d31bb6fbe5b4072dd063406,3
d962eb71d84a3cd876c3cd642c72a0e5,3
6d3ae976d9718e17a9974867ca317ebf,7
268a7f4423c8e15a2a0d11d11b399e80,4
37a54e93bfb16f7fc31ada61ee5a6670,6
2917cbe1900633c23d53fa301092ed60,4
fcaa0e7ac06e7892713b814d065e591d,0
78784aca77f26d794a25639363b1c79f,5
31a04892f4ebfe00e9b28546c64ccf56,3
